Name,Row,Column,Label,Long Label,Patch Size,Machine confidence 1,Machine suggestion 1,Machine confidence 2,Machine suggestion 2,Machine confidence 3,Machine suggestion 3,Machine confidence 4,Machine suggestion 4,Machine confidence 5,Machine suggestion 5
2024_10_08_11-45-00.jpg,3539,4340,KE_sugar,kelp_sugar,224,,,,,,,,,,
2024_10_08_11-45-00.jpg,1723,3139,KE_sugar,kelp_sugar,224,,,,,,,,,,
2024_10_08_11-45-00.jpg,3111,1402,SU_peb,pebble,224,,,,,,,,,,
2024_10_08_11-45-00.jpg,1651,2636,KE_sugar,kelp_sugar,224,1.000,KE_sugar,0.000,GR_ulva,0.000,SU_bould,0.000,RE_leaf,0.000,SU_silt
2024_10_08_11-45-00.jpg,2632,235,KE_sugar,kelp_sugar,224,0.995,KE_sugar,0.005,KE_5rib,0.001,RE_fil,0.000,RE_leaf,0.000,RE_bush
2024_10_08_11-45-00.jpg,2798,580,KE_sugar,kelp_sugar,224,1.000,KE_sugar,0.000,KE_5rib,0.000,RE_leaf,0.000,RE_fil,0.000,KE_stipe
2024_10_08_11-45-00.jpg,1992,1024,SU_peb,pebble,224,,,,,,,,,,
2024_10_08_11-45-00.jpg,2381,4483,KE_sugar,kelp_sugar,224,,,,,,,,,,
2024_10_08_11-45-00.jpg,3748,3020,RE_fil,red_algae_filamentous,224,1.000,RE_fil,0.000,RE_leaf,0.000,KE_5rib,0.000,SU_bould,0.000,BR_sarg
2024_10_08_11-45-00.jpg,336,3009,SU_silt,silt,224,0.916,SU_silt,0.078,SU_sand,0.003,SU_peb,0.001,SU_bould,0.001,RE_CCA
2024_10_08_11-45-00.jpg,2089,4133,RE_fil,red_algae_filamentous,224,0.980,RE_fil,0.020,RE_leaf,0.000,KE_sugar,0.000,KE_5rib,0.000,RE_CCA
2024_10_08_11-45-00.jpg,2475,3329,GR_ulva,green_algae_ulva,224,0.999,GR_ulva,0.001,SU_bould,0.000,KE_stipe,0.000,KE_bull,0.000,RE_fil
2024_10_08_11-45-00.jpg,2145,3106,SU_bould,boulder,224,,,,,,,,,,
2024_10_08_11-45-00.jpg,3140,2241,RE_branch,red_algae_branching,224,,,,,,,,,,
2024_10_08_11-45-00.jpg,3453,752,SU_silt,silt,224,,,,,,,,,,
2024_10_08_11-45-00.jpg,2479,681,KE_sugar,kelp_sugar,224,,,,,,,,,,
2024_10_08_11-45-00.jpg,2386,1597,GR_ulva,green_algae_ulva,224,1.000,GR_ulva,0.000,RE_leaf,0.000,KE_bull,0.000,MS,0.000,KE_stipe
2024_10_08_11-45-00.jpg,1669,3910,SU_silt,silt,224,1.000,SU_silt,0.000,SU_shell,0.000,SU_sand,0.000,MS,0.000,KE_sugar
2024_10_08_11-45-00.jpg,1541,4316,SU_silt,silt,224,,,,,,,,,,
2024_10_08_11-45-00.jpg,3126,1907,GR_ulva,green_algae_ulva,224,1.000,GR_ulva,0.000,KE_bull,0.000,KE_stipe,0.000,SU_bould,0.000,BR_sarg
2024_10_08_11-45-00.jpg,2709,1904,GR_ulva,green_algae_ulva,224,1.000,GR_ulva,0.000,KE_bull,0.000,MS,0.000,BR_fucus,0.000,KE_sugar
2024_10_08_11-45-00.jpg,1795,1309,GR_ulva,green_algae_ulva,224,0.983,GR_ulva,0.006,KE_5rib,0.005,MS,0.003,KE_bull,0.002,KE_sugar
2024_10_08_11-45-00.jpg,1284,296,GR_ulva,green_algae_ulva,224,0.999,GR_ulva,0.000,KE_sieve,0.000,KE_sugar,0.000,SU_bould,0.000,SU_silt
2024_10_08_11-45-00.jpg,2095,2728,KE_sugar,kelp_sugar,224,,,,,,,,,,
2024_10_08_11-45-00.jpg,2369,1717,GR_ulva,green_algae_ulva,224,1.000,GR_ulva,0.000,RE_leaf,0.000,KE_bull,0.000,KE_stipe,0.000,BR_sarg
2024_10_08_11-45-00.jpg,1502,1803,GR_ulva,green_algae_ulva,224,1.000,GR_ulva,0.000,KE_5rib,0.000,KE_bull,0.000,RE_leaf,0.000,KE_sugar
2024_10_08_11-45-00.jpg,3755,1929,SU_peb,pebble,224,0.999,SU_peb,0.001,RE_bush,0.000,RE_fil,0.000,MS,0.000,SU_silt
2024_10_08_11-45-00.jpg,1397,113,GR_ulva,green_algae_ulva,224,1.000,GR_ulva,0.000,KE_sieve,0.000,KE_5rib,0.000,unknown,0.000,KE_stipe
2024_10_08_11-45-00.jpg,3363,3128,KE_sugar,kelp_sugar,224,,,,,,,,,,
2024_10_08_11-45-00.jpg,3279,2812,RE_fil,red_algae_filamentous,224,1.000,RE_fil,0.000,RE_leaf,0.000,KE_5rib,0.000,RE_bush,0.000,BR_sarg
