"sum","SU","key","site","transect","img_name","MDS1","MDS2","soft_sediment","shell_debris","cobble","pebble","hard_substrate","anthro_substrate","unknown","filamentous_brown","kelp_holdfast","sargassum","sugar_kelp","green_algae","textured_kelp","other_brown_kelp","red_algae","coralline_algae","kelp_bryozoan","sessile_invert","mobile_invert"
1,16,"1_1","1","1","2022_10_06_13-50-40_208.jpg",-0.76819624349428,-0.140000440025737,0.477121254719662,0.602059991327962,0.698970004336019,0,0,0,0.301029995663981,0,0,0,1.90308998699194,0,0,0,0,0,0.602059991327962,0,0
1,25,"1_1","1","1","2022_10_06_13-50-40_272.jpg",-0.533881870372269,-0.386627911145767,0.698970004336019,0.477121254719662,0,0,0,0,0.301029995663981,0,0,0,1.54406804435028,0,0.698970004336019,0,0,0,0,0,0
1,27,"1_1","1","1","2022_10_06_13-50-40_288.jpg",-0.697524535313785,-0.0527533312186815,0.301029995663981,0.845098040014257,0.301029995663981,0.477121254719662,0,0,0.301029995663981,0,0,0,1.90848501887865,0.301029995663981,0,0,0,0,0.477121254719662,0,0
1,32,"1_1","1","1","2022_10_06_13-50-40_320.jpg",-0.360919640637705,-0.0499727717863853,0.477121254719662,1.11394335230684,0.778151250383644,0.301029995663981,0,0,0.698970004336019,0,0,0,1.75587485567249,0,0.845098040014257,0,0,0,0.301029995663981,0,0
1,54,"1_1","1","1","2022_10_06_13-50-40_480.jpg",-0.652615906723064,-0.103990235959451,0.477121254719662,0.954242509439325,0.477121254719662,0,0,0,0,0,0,0,1.92941892571429,0.602059991327962,0,0,0.301029995663981,0,0,0,0
1,33,"1_1","1","1","2022_10_06_13-50-40_328.jpg",-0.627936724839624,-0.0230426159850011,0.602059991327962,1.14612803567824,0,0.301029995663981,0,0,0.698970004336019,0,0,0,1.88081359228079,0.301029995663981,0,0,0,0,0.477121254719662,0,0
1,14,"1_1","1","1","2022_10_06_13-50-40_192.jpg",-0.607521458977793,-0.255364659872355,0.301029995663981,0.477121254719662,0.954242509439325,0,0,0,0.845098040014257,0,0,0,1.86923171973098,0.477121254719662,0,0.602059991327962,0,0,0,0,0
1,48,"1_1","1","1","2022_10_06_13-50-40_440.jpg",-0.384998062270164,-0.458177727863065,0.698970004336019,0.477121254719662,0,0,0.778151250383644,0,0.301029995663981,0,0.301029995663981,0,1.89209460269048,0,0,0,0.903089986991944,0,0.301029995663981,0.477121254719662,0
1,15,"1_1","1","1","2022_10_06_13-50-40_200.jpg",-0.627795275676404,-0.266504607787973,0,0.301029995663981,0.845098040014257,0.301029995663981,0,0,0.903089986991944,0,0,0,1.72427586960079,0,0,0,0,0,0,0,0
1,45,"1_1","1","1","2022_10_06_13-50-40_416.jpg",-0.434651029741374,-0.217833079441736,0,1.34242268082221,0,0.301029995663981,0.778151250383644,0,0.698970004336019,0,0,0,1.82607480270083,0.477121254719662,0,0,0.301029995663981,0,0,0,0
1,24,"1_1","1","1","2022_10_06_13-50-40_264.jpg",-0.145622423178064,-0.178271650993287,0.477121254719662,0.845098040014257,0.602059991327962,0,0,0,0.698970004336019,0,0,0,1.69897000433602,0.477121254719662,1.47712125471966,0,0,0,0,0,0
1,5,"1_1","1","1","2022_10_06_13-50-40_128.jpg",-0.429580778450473,0.00417105979231168,0.845098040014257,1.32221929473392,0.778151250383644,0,0,0,0,0,0,0,1.73239375982297,0.602059991327962,0.477121254719662,0,0.477121254719662,0,0,0,0
1,9,"1_1","1","1","2022_10_06_13-50-40_16.jpg",-0.299375472720403,0.0743377953665495,0.903089986991944,1.14612803567824,0.778151250383644,0.698970004336019,0,0,0.477121254719662,0,0,0,1.72427586960079,0.301029995663981,1.04139268515823,0,0,0,0.477121254719662,0,0
1,58,"1_1","1","1","2022_10_06_13-50-40_72.jpg",-0.619454491238264,0.0662048453911663,0,1.30102999566398,0.954242509439325,0.778151250383644,0,0,0.301029995663981,0,0,0,1.77815125038364,0.954242509439325,0,0,0,0,0,0,0
1,44,"1_1","1","1","2022_10_06_13-50-40_408.jpg",-0.473042097790866,0.051653505763469,0.845098040014257,1.04139268515823,0.301029995663981,0.602059991327962,0.602059991327962,0,0.698970004336019,0,0,0,1.86332286012046,0,0,0,0,0,0.301029995663981,0,0
1,51,"1_1","1","1","2022_10_06_13-50-40_464.jpg",-0.824679989511854,-0.197873999756334,0.301029995663981,0.845098040014257,0,0,0,0,0.301029995663981,0,0,0,1.96848294855394,0,0,0,0,0,0,0,0
1,47,"1_1","1","1","2022_10_06_13-50-40_432.jpg",-0.249838795959365,-0.204917392753513,0.602059991327962,0.778151250383644,0.301029995663981,0,0,0,1.6232492903979,0,0,0,1.46239799789896,0.301029995663981,0,0,1.32221929473392,0,0.301029995663981,0,0
1,12,"1_1","1","1","2022_10_06_13-50-40_176.jpg",-0.31400000689426,-0.169830985854946,1,0.778151250383644,0.301029995663981,0,0.301029995663981,0,1.36172783601759,0,0,0,1.66275783168157,0.301029995663981,0.477121254719662,0,0,0,0.301029995663981,0,0
1,59,"1_1","1","1","2022_10_06_13-50-40_8.jpg",-0.472772993728156,-0.111595991310496,0.301029995663981,1.14612803567824,0.903089986991944,0,0,0,0.602059991327962,0,0,0,1.79239168949825,0.477121254719662,0.477121254719662,0,0,0,0,0,0
1,62,"1_1","1","1","2022_10_06_13-50-40_96.jpg",-0.376874709845112,-0.00675301912514293,0.477121254719662,0.954242509439325,0.301029995663981,0.903089986991944,0.301029995663981,0,0.301029995663981,0,0,0,1.85125834871908,0,0.954242509439325,0,0,0,0.301029995663981,0,0
1,13,"1_1","1","1","2022_10_06_13-50-40_184.jpg",-0.436904546264229,-0.183200195206991,0,0.602059991327962,0.778151250383644,0.301029995663981,0,0,0.778151250383644,0,0,0,1.81291335664286,0.602059991327962,0,0,0.602059991327962,0,0.301029995663981,0,0
1,3,"1_1","1","1","2022_10_06_13-50-40_112.jpg",-0.463093879337793,0.000456527935638604,0.845098040014257,1,0.903089986991944,0,0,0,0.602059991327962,0,0,0,1.65321251377534,0,0,0,0.477121254719662,0,0.477121254719662,0,0
1,42,"1_1","1","1","2022_10_06_13-50-40_40.jpg",-0.430176556570434,-0.0428235014910779,0.301029995663981,1.07918124604762,0.477121254719662,0.602059991327962,0.602059991327962,0,1.04139268515823,0,0,0,1.85125834871908,0,0,0,0,0,0,0,0
1,17,"1_1","1","1","2022_10_06_13-50-40_216.jpg",-0.630171477645812,-0.134556836461799,0.477121254719662,0.778151250383644,0.477121254719662,0,0,0,0,0,0,0,1.8750612633917,0.301029995663981,0,0,0.477121254719662,0,0,0,0
1,28,"1_1","1","1","2022_10_06_13-50-40_296.jpg",-0.62383537334909,-0.127781169597532,0.477121254719662,0.845098040014257,0.477121254719662,0,0,0,0.778151250383644,0,0,0,1.8750612633917,0,0,0,0,0,0.301029995663981,0,0
1,36,"1_1","1","1","2022_10_06_13-50-40_352.jpg",-0.609996567816707,-0.192554406027309,0.477121254719662,0.602059991327962,0.698970004336019,0,0,0,0.477121254719662,0,0,0,1.8750612633917,0.954242509439325,0,0,0,0,0,0,0
1,21,"1_1","1","1","2022_10_06_13-50-40_240.jpg",-0.417498596009417,0.206031634878499,0.903089986991944,1.27875360095283,1.23044892137827,0.845098040014257,0,0,0,0,0,0,1.46239799789896,0.698970004336019,0,0,0.698970004336019,0,0.301029995663981,0,0
1,1,"1_1","1","1","2022_10_06_13-50-40_0.jpg",-0.572992902264834,0.0393656217202285,0.903089986991944,0.778151250383644,0.301029995663981,0.477121254719662,0,0,1.04139268515823,0,0,0,1.84509804001426,0,0,0,0,0,0.698970004336019,0,0.301029995663981
1,49,"1_1","1","1","2022_10_06_13-50-40_448.jpg",-0.825878851829909,-0.427397026829516,0.698970004336019,0.301029995663981,0,0,0.477121254719662,0,0,0,0,0,1.96848294855394,0,0,0,0,0,0.301029995663981,0,0
1,61,"1_1","1","1","2022_10_06_13-50-40_88.jpg",-0.631412180589254,-0.153897694201005,0.301029995663981,0.903089986991944,0.301029995663981,0.301029995663981,0.301029995663981,0,0.301029995663981,0,0,0,1.88649072517248,0.903089986991944,0,0,0,0,0.301029995663981,0,0
1,56,"1_1","1","1","2022_10_06_13-50-40_56.jpg",-0.501651041274714,0.0954578347874458,0.698970004336019,1.20411998265592,0.698970004336019,0.698970004336019,0,0,0.602059991327962,0,0,0,1.83884909073726,0.301029995663981,0,0,0,0,0.301029995663981,0,0
1,7,"1_1","1","1","2022_10_06_13-50-40_144.jpg",-0.528668566221264,0.0280174221727746,0.903089986991944,0.845098040014257,0.698970004336019,0.301029995663981,0,0,0,0,0,0,1.83250891270624,0.301029995663981,0,0,0.602059991327962,0,0.301029995663981,0,0
