Name,Row,Column,Label,Long Label,Verified,Patch Size,Machine confidence 1,Machine suggestion 1,Machine confidence 2,Machine suggestion 2,Machine confidence 3,Machine suggestion 3,Machine confidence 4,Machine suggestion 4,Machine confidence 5,Machine suggestion 5
2024_10_08_11-38-24.jpg,215,2036,KE_sugar,kelp_sugar,TRUE,224,0.998,KE_sugar,0.002,SU_bould,0,SU_cob,0,KE_sieve,0,RE_leaf
2024_10_08_11-38-24.jpg,1285,2885,Review,Review,TRUE,224,0.611,GR_ulva,0.387,KE_bull,0.002,KE_sugar,0,KE_stipe,0,MS
2024_10_08_11-38-24.jpg,2515,3115,GR_ulva,green_algae_ulva,TRUE,224,0.99,GR_ulva,0.01,KE_bull,0,KE_stipe,0,RE_CCA,0,RE_fil
2024_10_08_11-38-24.jpg,3451,1300,Review,Review,TRUE,224,0.545,RE_fil,0.251,RE_bush,0.08,MS,0.053,SU_cob,0.038,SU_bould
2024_10_08_11-38-24.jpg,2557,1132,GR_ulva,green_algae_ulva,TRUE,224,1,GR_ulva,0,KE_5rib,0,RE_leaf,0,KE_sugar,0,KE_sieve
2024_10_08_11-38-24.jpg,140,3171,Review,Review,TRUE,224,0.603,SU_bould,0.376,SU_cob,0.01,KE_stipe,0.006,SU_sand,0.003,SU_peb
2024_10_08_11-38-24.jpg,3492,1130,Review,Review,TRUE,224,0.51,SU_bould,0.308,SU_peb,0.074,SU_cob,0.043,KE_stipe,0.026,RE_fil
2024_10_08_11-38-24.jpg,3803,3424,SU_bould,boulder,TRUE,224,0.951,SU_bould,0.04,SU_cob,0.009,SU_peb,0,KE_sieve,0,KE_stipe
2024_10_08_11-38-24.jpg,3341,3548,SU_sand,sand_fine_shell,TRUE,224,0.999,SU_sand,0.001,MS,0,SU_cob,0,SU_bould,0,SU_peb
2024_10_08_11-38-24.jpg,3316,4469,Review,Review,TRUE,224,0.526,GR_ulva,0.47,unknown,0.002,KE_5rib,0.001,KE_sugar,0,SI
2024_10_08_11-38-24.jpg,1477,2487,GR_ulva,green_algae_ulva,TRUE,224,1,GR_ulva,0,KE_bull,0,RE_leaf,0,SU_peb,0,KE_stipe
2024_10_08_11-38-24.jpg,812,1015,Review,Review,TRUE,224,0.752,SU_cob,0.194,SU_shell,0.022,SU_bould,0.02,KE_sugar,0.005,SU_peb
2024_10_08_11-38-24.jpg,1808,2561,GR_ulva,green_algae_ulva,TRUE,224,0.951,GR_ulva,0.046,RE_leaf,0.002,KE_bull,0,MS,0,RE_branch
2024_10_08_11-38-24.jpg,1406,825,RE_leaf,red_algae_flat_leaf,TRUE,224,0.982,RE_leaf,0.014,KE_sugar,0.003,KE_stipe,0.002,RE_bush,0,MS
2024_10_08_11-38-24.jpg,2558,422,Review,Review,TRUE,224,0.648,GR_ulva,0.207,KE_stipe,0.06,MS,0.038,BR_fucus,0.034,SU_bould
2024_10_08_11-38-24.jpg,1530,691,Review,Review,TRUE,224,0.537,KE_sieve,0.336,RE_leaf,0.092,KE_5rib,0.015,KE_sugar,0.011,GR_ulva
2024_10_08_11-38-24.jpg,2331,4314,Review,Review,TRUE,224,0.526,GR_ulva,0.322,KE_sugar,0.144,SU_bould,0.004,KE_sieve,0.002,unknown
2024_10_08_11-38-24.jpg,1673,1458,GR_ulva,green_algae_ulva,TRUE,224,1,GR_ulva,0,unknown,0,KE_sugar,0,BR_sarg,0,KE_sieve
2024_10_08_11-38-24.jpg,1230,3023,Review,Review,TRUE,224,0.427,SU_peb,0.375,MS,0.059,KE_sugar,0.057,KE_bull,0.025,RE_fil
2024_10_08_11-38-24.jpg,130,4351,GR_ulva,green_algae_ulva,TRUE,224,0.999,GR_ulva,0,MS,0,KE_stipe,0,KE_sieve,0,unknown
2024_10_08_11-38-24.jpg,3237,2020,SU_peb,pebble,TRUE,224,1,SU_peb,0,KE_stipe,0,SU_sand,0,KE_bull,0,SU_shell
2024_10_08_11-38-24.jpg,3873,575,SU_peb,pebble,TRUE,224,0.919,SU_peb,0.049,SU_shell,0.018,MS,0.01,SU_sand,0.003,SU_silt
2024_10_08_11-38-24.jpg,2661,4408,Review,Review,TRUE,224,0.524,KE_5rib,0.448,KE_stipe,0.027,KE_sugar,0,KE_sieve,0,RE_leaf
2024_10_08_11-38-24.jpg,1928,291,MS,mobile_species,TRUE,224,0.993,MS,0.007,KE_stipe,0,RE_bush,0,SU_peb,0,RE_fil
2024_10_08_11-38-24.jpg,986,829,KE_sugar,kelp_sugar,TRUE,224,0.945,KE_sugar,0.032,RE_leaf,0.022,RE_bush,0,SU_silt,0,RE_fil
2024_10_08_11-38-24.jpg,1846,120,Review,Review,TRUE,224,0.792,RE_leaf,0.128,RE_bush,0.036,RE_fil,0.032,MS,0.007,KE_5rib
2024_10_08_11-38-24.jpg,305,2342,Review,Review,TRUE,224,0.878,KE_sugar,0.102,KE_sieve,0.017,SU_bould,0.002,RE_fil,0.001,BR_sarg
2024_10_08_11-38-24.jpg,3799,1892,Review,Review,TRUE,224,0.663,SU_peb,0.245,SU_sand,0.085,SU_silt,0.006,SU_shell,0.001,MS
2024_10_08_11-38-24.jpg,614,4226,unknown,unknown_area,TRUE,224,0.983,unknown,0.017,GR_ulva,0,KE_5rib,0,SU_silt,0,SU_bould
2024_10_08_11-38-24.jpg,959,969,KE_sugar,kelp_sugar,TRUE,224,0.983,KE_sugar,0.01,RE_bush,0.006,RE_leaf,0,SU_silt,0,RE_fil
2024_10_08_11-38-24.jpg,2913,1991,Review,Review,TRUE,224,0.812,GR_ulva,0.15,KE_5rib,0.02,KE_sugar,0.014,RE_leaf,0.003,KE_sieve
2024_10_08_11-38-24.jpg,2515,2120,KE_sugar,kelp_sugar,TRUE,224,0.983,KE_sugar,0.016,KE_5rib,0.001,GR_ulva,0,KE_sieve,0,RE_leaf
2024_10_08_11-38-24.jpg,1897,1034,GR_ulva,green_algae_ulva,TRUE,224,0.999,GR_ulva,0.001,KE_stipe,0,RE_bush,0,BR_sarg,0,MS
2024_10_08_11-38-24.jpg,2312,2542,Review,Review,TRUE,224,0.831,RE_leaf,0.144,RE_fil,0.01,RE_branch,0.004,KE_stipe,0.003,MS
2024_10_08_11-38-24.jpg,398,2080,RE_leaf,red_algae_flat_leaf,TRUE,224,0.915,RE_leaf,0.046,RE_fil,0.034,KE_sugar,0.004,MS,0.001,KE_stipe
2024_10_08_11-38-24.jpg,2772,3297,Review,Review,TRUE,224,0.651,KE_stipe,0.342,GR_ulva,0.006,KE_bull,0,BR_sarg,0,MS
2024_10_08_11-38-24.jpg,1569,3038,GR_ulva,green_algae_ulva,TRUE,224,1,GR_ulva,0,KE_bull,0,SU_peb,0,KE_sugar,0,KE_5rib
2024_10_08_11-38-24.jpg,2646,1335,GR_ulva,green_algae_ulva,TRUE,224,1,GR_ulva,0,KE_bull,0,KE_sieve,0,RE_leaf,0,BR_sarg
2024_10_08_11-38-24.jpg,2564,1720,GR_ulva,green_algae_ulva,TRUE,224,1,GR_ulva,0,KE_bull,0,KE_sieve,0,BR_sarg,0,KE_stipe
2024_10_08_11-38-24.jpg,1520,1846,RE_leaf,red_algae_flat_leaf,TRUE,224,0.983,RE_leaf,0.017,SU_peb,0,KE_5rib,0,KE_bull,0,RE_fil
2024_10_08_11-38-24.jpg,1967,417,Review,Review,TRUE,224,0.402,MS,0.398,KE_stipe,0.1,RE_bush,0.039,SU_bould,0.037,BR_fucus
2024_10_08_11-38-24.jpg,763,2343,SU_peb,pebble,TRUE,224,0.997,SU_peb,0.003,SU_sand,0,SU_cob,0,KE_stipe,0,SU_shell
2024_10_08_11-38-24.jpg,2198,1861,GR_ulva,green_algae_ulva,TRUE,224,1,GR_ulva,0,KE_sieve,0,KE_bull,0,KE_5rib,0,BR_sarg
2024_10_08_11-38-24.jpg,1739,922,GR_ulva,green_algae_ulva,TRUE,224,0.999,GR_ulva,0,BR_sarg,0,BR_fucus,0,KE_sugar,0,KE_sieve
2024_10_08_11-38-24.jpg,3624,4112,GR_ulva,green_algae_ulva,TRUE,224,0.991,GR_ulva,0.008,KE_sieve,0.001,unknown,0,KE_stipe,0,MS
