name,site,transect,br_encrust,br_filam,br_fucus,br_sarg,gr_fil,gr_ulva,ke_5rib,ke_bull,ke_holdfas,ke_sieve,ke_stipe,ke_sugar,ms,re_cca,re_branch,re_bush,re_fil,re_leaf,review,si,si_kelpbry,su_anth,su_bould,su_cob,su_peb,su_sand,su_shell,su_silt,su_wood,unknown
2024_10_08_10-07-41.jpg,Centennial,1,0,0,0,0,0,0.06,0,0,0,0,0.02,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0.16,0,0
2024_10_08_10-07-50.jpg,Centennial,1,0,0,0,0,0,0.02,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0.02,0.2,0,0
2024_10_08_10-07-59.jpg,Centennial,1,0,0,0,0,0,0.02,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0.04,0.42,0,0,0.08,0,0
2024_10_08_10-08-08.jpg,Centennial,1,0,0,0,0,0,0.08,0,0,0.02,0,0.02,0.24,0,0,0,0.02,0,0,0,0,0,0,0,0,0.34,0.04,0,0.24,0,0
2024_10_08_10-08-17.jpg,Centennial,1,0,0,0,0,0,0.06,0,0,0,0,0,0.34,0.04,0,0,0,0,0.02,0,0,0,0,0,0.06,0.32,0.02,0,0.14,0,0
2024_10_08_10-08-26.jpg,Centennial,1,0,0,0,0,0,0.08,0,0,0,0,0,0.18,0,0,0,0.02,0,0,0,0,0,0,0,0.08,0.44,0.02,0,0.18,0,0
2024_10_08_10-08-35.jpg,Centennial,1,0,0.02,0,0,0,0.06,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.04,0.48,0,0,0.12,0,0
2024_10_08_10-08-44.jpg,Centennial,1,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0.02,0.02,0,0,0,0.02,0,0,0,0.62,0,0.02,0.12,0,0
2024_10_08_10-08-53.jpg,Centennial,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0.04,0.68,0.08,0.02,0.14,0,0
2024_10_08_10-09-02.jpg,Centennial,1,0,0,0,0.02,0,0.04,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0.02,0.78,0.04,0,0.06,0,0
2024_10_08_10-09-11.jpg,Centennial,1,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.84,0.04,0,0.06,0,0
2024_10_08_10-09-20.jpg,Centennial,1,0,0,0,0,0,0.1,0,0,0,0,0,0.28,0,0,0.02,0.02,0,0,0,0,0,0,0,0.02,0.46,0.04,0,0.06,0,0
2024_10_08_10-09-29.jpg,Centennial,1,0,0,0,0,0,0.3,0,0,0,0,0,0.54,0,0,0,0,0,0.02,0,0,0,0,0,0,0.14,0,0,0,0,0
2024_10_08_10-09-38.jpg,Centennial,1,0,0,0,0,0,0.08,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0.04,0,0,0.02,0,0
2024_10_08_10-09-47.jpg,Centennial,1,0,0,0,0.04,0,0.06,0,0,0.04,0,0,0.48,0,0,0,0.04,0,0,0,0,0,0,0,0.02,0.3,0,0.02,0,0,0
2024_10_08_10-09-56.jpg,Centennial,1,0,0,0,0,0,0.08,0,0,0,0,0,0.14,0,0,0.06,0.02,0,0.04,0,0,0,0,0,0.02,0.52,0,0.02,0.1,0,0
2024_10_08_10-10-05.jpg,Centennial,1,0,0,0,0,0,0.02,0,0,0,0,0,0.12,0,0,0.04,0,0,0.02,0,0,0,0,0,0.08,0.58,0,0.02,0.1,0.02,0
2024_10_08_10-10-14.jpg,Centennial,1,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.02,0.02,0.06,0.02,0,0,0,0,0.04,0.16,0.5,0,0.04,0.1,0,0
2024_10_08_10-10-23.jpg,Centennial,1,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0.06,0.04,0,0.04,0,0,0,0,0.02,0.04,0.56,0,0,0.16,0,0
2024_10_08_10-10-32.jpg,Centennial,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.02,0,0,0.04,0,0,0,0,0,0.12,0.66,0,0,0.06,0,0
2024_10_08_10-10-41.jpg,Centennial,1,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0.06,0.66,0,0,0.18,0,0
2024_10_08_10-10-50.jpg,Centennial,1,0,0,0,0,0,0.1,0,0,0,0,0,0.12,0,0,0.02,0.02,0,0.04,0,0,0,0,0,0.04,0.48,0,0,0.18,0,0
2024_10_08_10-10-59.jpg,Centennial,1,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.08,0.62,0,0.02,0.18,0,0
2024_10_08_10-11-08.jpg,Centennial,1,0,0.02,0,0,0,0.04,0,0,0,0,0,0.08,0,0,0,0,0,0.04,0,0,0,0,0,0,0.54,0,0.02,0.26,0,0
2024_10_08_10-11-17.jpg,Centennial,1,0,0.04,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0.04,0,0,0,0,0.02,0,0.06,0.54,0,0,0.1,0,0
2024_10_08_10-11-26.jpg,Centennial,1,0,0.06,0,0,0,0.12,0,0,0,0,0,0,0,0,0.14,0.02,0.04,0.08,0,0,0,0,0,0.12,0.34,0,0,0.08,0,0
2024_10_08_10-11-35.jpg,Centennial,1,0,0,0,0,0,0.02,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.02,0.52,0,0,0.16,0,0
2024_10_08_10-11-44.jpg,Centennial,1,0,0,0,0,0,0.1,0,0,0,0,0,0.24,0.02,0,0,0.04,0.02,0,0,0,0,0,0,0.04,0.38,0.02,0,0.14,0,0
2024_10_08_10-11-53.jpg,Centennial,1,0,0,0.02,0,0,0.08,0,0,0,0,0,0.38,0,0,0.02,0,0,0.06,0,0,0,0,0,0.06,0.26,0,0.02,0.08,0,0.02
2024_10_08_10-12-02.jpg,Centennial,1,0,0.02,0,0,0,0.02,0,0,0,0,0,0.16,0,0,0,0.02,0.02,0,0,0,0,0,0.02,0.02,0.44,0,0,0.26,0,0.02
2024_10_08_10-12-11.jpg,Centennial,1,0,0.06,0.02,0,0,0.02,0,0,0,0,0,0.08,0.02,0,0,0.02,0.02,0.04,0,0,0,0,0.02,0.1,0.3,0,0.02,0.28,0,0
2024_10_08_10-12-20.jpg,Centennial,1,0,0,0,0,0,0.04,0,0,0,0,0,0.14,0,0,0.02,0.02,0.04,0.06,0,0,0,0,0,0.06,0.44,0,0,0.18,0,0
2024_10_08_10-12-29.jpg,Centennial,1,0,0,0,0,0,0.06,0,0,0,0,0,0.18,0,0,0,0,0.04,0,0,0,0,0,0,0.02,0.26,0.02,0.02,0.38,0,0.02
2024_10_08_10-12-38.jpg,Centennial,1,0,0,0,0,0,0.2,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.1,0.42,0,0.02,0.22,0,0
2024_10_08_10-12-47.jpg,Centennial,1,0,0,0,0,0,0.08,0,0,0,0,0,0.78,0,0,0,0,0,0.02,0,0,0,0,0.02,0,0.08,0,0,0.02,0,0
2024_10_08_10-12-56.jpg,Centennial,1,0,0,0,0,0,0.16,0,0,0.02,0,0,0.18,0,0,0,0,0.04,0.1,0,0,0,0,0.04,0.12,0.14,0,0,0.2,0,0
2024_10_08_10-13-05.jpg,Centennial,1,0,0,0,0,0,0.12,0,0,0,0.04,0,0.42,0,0,0,0,0,0.06,0,0,0,0,0.02,0.04,0.22,0,0,0.06,0,0.02
2024_10_08_10-13-14.jpg,Centennial,1,0,0,0,0,0,0.06,0,0,0,0,0,0.2,0,0,0.04,0,0.06,0.02,0,0,0,0,0,0.22,0.2,0,0,0.2,0,0
2024_10_08_10-13-23.jpg,Centennial,1,0,0,0,0,0,0.24,0,0,0,0,0,0.16,0,0,0.02,0,0,0.02,0,0,0,0,0.02,0.06,0.3,0,0.04,0.14,0,0
2024_10_08_10-13-32.jpg,Centennial,1,0,0,0,0,0,0.08,0,0,0.06,0,0,0.44,0,0,0,0,0,0,0,0,0.02,0,0,0.12,0.14,0,0,0.14,0,0
2024_10_08_10-13-41.jpg,Centennial,1,0,0,0,0,0,0.02,0,0,0.02,0,0,0.62,0.04,0,0.04,0,0,0,0,0,0,0,0.04,0,0.08,0,0,0.14,0,0
2024_10_08_10-13-50.jpg,Centennial,1,0,0,0,0,0,0.16,0,0,0,0,0,0.34,0,0,0.08,0.02,0,0.04,0,0,0,0,0.02,0.12,0.12,0,0,0.1,0,0
2024_10_08_10-35-58.jpg,Centennial,1,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.04,0,0.02,0,0,0,0,0,0,0.04,0.8,0.02,0,0.04,0,0
2024_10_08_10-36-07.jpg,Centennial,1,0,0,0,0,0,0.04,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0.04,0,0.46,0,0,0,0,0
2024_10_08_10-36-16.jpg,Centennial,1,0,0.04,0,0,0,0.1,0,0,0,0,0,0,0,0,0.02,0,0.02,0.02,0,0,0,0,0.06,0.02,0.72,0,0,0,0,0
2024_10_08_10-36-25.jpg,Centennial,1,0,0.02,0,0,0,0.08,0,0,0,0,0,0.16,0,0,0.1,0.02,0.06,0.06,0,0,0,0,0.02,0.06,0.38,0.02,0,0.02,0,0
2024_10_08_10-36-34.jpg,Centennial,1,0,0,0,0,0,0.24,0,0,0,0,0,0.42,0.02,0,0.06,0,0.02,0.06,0,0,0,0,0.08,0.04,0.06,0,0,0,0,0
2024_10_08_10-36-43.jpg,Centennial,1,0,0,0,0,0,0.28,0,0,0,0,0,0.32,0,0,0.04,0,0,0.14,0,0,0,0,0.02,0.02,0.16,0,0,0.02,0,0
2024_10_08_10-36-52.jpg,Centennial,1,0,0,0,0,0,0.2,0,0,0,0,0,0.06,0.02,0,0.04,0,0,0.04,0,0,0,0,0.06,0.16,0.36,0,0.02,0.02,0,0.02
2024_10_08_10-37-01.jpg,Centennial,1,0,0,0,0,0,0.04,0,0,0,0,0,0.64,0,0,0.02,0,0,0,0,0,0,0,0,0.04,0.22,0,0,0.04,0,0
2024_10_08_10-37-10.jpg,Centennial,1,0,0,0,0,0,0.24,0,0,0,0,0,0.12,0,0,0.06,0,0.04,0.08,0,0,0,0,0.04,0.04,0.38,0,0,0,0,0
2024_10_08_10-37-19.jpg,Centennial,1,0,0,0,0,0,0.12,0,0,0,0,0,0.54,0.02,0,0,0,0.02,0,0,0,0,0,0,0.06,0.24,0,0,0,0,0
2024_10_08_10-37-28.jpg,Centennial,1,0,0,0,0,0,0.24,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0
2024_10_08_10-37-37.jpg,Centennial,1,0,0,0,0,0,0.26,0,0,0,0,0,0.44,0,0,0,0,0,0.1,0,0,0,0,0.04,0,0.1,0,0,0.06,0,0
2024_10_08_10-37-46.jpg,Centennial,1,0,0,0.02,0,0,0.02,0,0,0,0,0,0.24,0,0,0.02,0,0.04,0.04,0,0,0,0,0,0.08,0.44,0,0,0.1,0,0
2024_10_08_10-37-55.jpg,Centennial,1,0,0,0.02,0,0,0,0.12,0,0,0,0,0.26,0,0,0.02,0,0.04,0,0,0,0.02,0,0.02,0.1,0.26,0,0.02,0.12,0,0
2024_10_08_10-38-04.jpg,Centennial,1,0,0,0,0,0,0.06,0,0,0,0,0,0.46,0.02,0,0.04,0,0,0.02,0,0,0,0,0.04,0.12,0.21,0,0,0.02,0,0
2024_10_08_10-38-13.jpg,Centennial,1,0,0,0,0,0,0.12,0,0,0,0,0,0.22,0,0,0.02,0.02,0,0.14,0,0,0,0,0.02,0.1,0.3,0.02,0,0.04,0,0
2024_10_08_10-38-22.jpg,Centennial,1,0,0,0,0,0,0.38,0,0,0,0,0,0.48,0,0,0,0,0,0.02,0,0,0,0,0,0,0.12,0,0,0,0,0
2024_10_08_10-38-31.jpg,Centennial,1,0,0.02,0,0.04,0,0.2,0,0,0,0,0,0.12,0,0,0,0,0,0.02,0,0,0,0,0,0,0.5,0,0,0.1,0,0
2024_10_08_10-38-40.jpg,Centennial,1,0,0,0,0,0,0.16,0,0,0.02,0,0,0.16,0,0,0,0,0,0.06,0,0,0,0,0.02,0.04,0.3,0,0.02,0.22,0,0
2024_10_08_10-38-49.jpg,Centennial,1,0,0,0,0,0,0,0,0,0.02,0,0,0.32,0,0,0,0,0.08,0.02,0,0,0,0,0.02,0.06,0.4,0,0,0.08,0,0
2024_10_08_10-38-58.jpg,Centennial,1,0,0,0,0,0,0.02,0,0,0.02,0,0,0.58,0,0,0,0.02,0,0.02,0,0,0,0,0,0.02,0.22,0,0,0.1,0,0
